created_at,last_move_at,turns,white_rating,black_rating,opening_ply
1487220000000.0,1487220000000.0,0.14400000000000002,1296,1120,3
1487050000000.0,1487050000000.0,0.088,1136,1344,4
1487050000000.0,1487050000000.0,0.078,1076,1343,3
1487050000000.0,1487050000000.0,0.202,1004,1085,4
1487050000000.0,1487050000000.0,0.14,1023,1197,5
1487050000000.0,1487050000000.0,0.122,1190,1052,3
1486450000000.0,1486450000000.0,0.106,1110,1104,5
1486450000000.0,1486450000000.0,0.076,1152,1218,2
1485920000000.0,1485920000000.0,0.06,1221,1238,3
1485840000000.0,1485840000000.0,0.168,1135,1129,3
1485840000000.0,1485840000000.0,0.066,1218,1266,3
1485830000000.0,1485840000000.0,0.124,1500,1398,6
1485730000000.0,1485730000000.0,0.092,1500,1504,5
1485720000000.0,1485720000000.0,0.046,1644,1638,8
1485720000000.0,1485720000000.0,0.076,1638,2019,5
1485720000000.0,1485720000000.0,0.08600000000000001,1500,1770,4
1504280000000.0,1504280000000.0,0.154,1480,1496,7
1504160000000.0,1504160000000.0,0.17400000000000002,1480,1310,8
1504150000000.0,1504150000000.0,0.20800000000000002,1082,1480,4
1504140000000.0,1504140000000.0,0.088,1480,1488,6
1504140000000.0,1504140000000.0,0.14200000000000002,1359,1480,8
1504060000000.0,1504060000000.0,0.07200000000000001,1350,1480,6
1504060000000.0,1504060000000.0,0.046,1480,1350,6
1504060000000.0,1504060000000.0,0.08,1357,1480,5
1504060000000.0,1504060000000.0,0.098,1480,1500,7
1504060000000.0,1504060000000.0,0.10400000000000001,1500,1480,6
1504050000000.0,1504050000000.0,0.2,1444,1480,4
1504050000000.0,1504050000000.0,0.076,1480,1376,6
1504050000000.0,1504050000000.0,0.07,1480,1027,7
1504050000000.0,1504050000000.0,0.028,1027,1480,7
1504040000000.0,1504040000000.0,0.07,1480,1499,5
1504010000000.0,1504010000000.0,0.154,1480,1357,7
1504010000000.0,1504010000000.0,0.11800000000000001,1480,1500,5
1504010000000.0,1504010000000.0,0.08,1225,1480,6
1504010000000.0,1504010000000.0,0.08,1480,1490,8
1503980000000.0,1503980000000.0,0.108,1316,1480,6
1503980000000.0,1503980000000.0,0.14200000000000002,1082,1480,6
1503970000000.0,1503970000000.0,0.11,1480,1161,7
1503970000000.0,1503970000000.0,0.032,1500,1480,6
1503970000000.0,1503970000000.0,0.132,1314,1480,3
1503960000000.0,1503960000000.0,0.1,1225,1480,7
1503960000000.0,1503960000000.0,0.216,1480,1298,6
1503950000000.0,1503960000000.0,0.05,1480,1456,7
1503890000000.0,1503890000000.0,0.114,1480,1465,8
1503890000000.0,1503890000000.0,0.10200000000000001,1480,1209,3
1503890000000.0,1503890000000.0,0.116,1209,1480,1
1503890000000.0,1503890000000.0,0.128,1500,1480,2
1503890000000.0,1503890000000.0,0.12,1500,1480,1
1503890000000.0,1503890000000.0,0.28200000000000003,1480,1221,8
1503890000000.0,1503890000000.0,0.116,1480,1500,4
1503890000000.0,1503890000000.0,0.126,1480,1282,11
1503870000000.0,1503870000000.0,0.308,1276,1480,3
1503870000000.0,1503870000000.0,0.218,1475,1480,7
1503870000000.0,1503870000000.0,0.044,1301,1480,5
1503870000000.0,1503870000000.0,0.11,1480,1301,7
1503870000000.0,1503870000000.0,0.07,1500,1480,3
1503870000000.0,1503870000000.0,0.11800000000000001,1480,1233,4
1503870000000.0,1503870000000.0,0.012,1480,1269,5
1503860000000.0,1503860000000.0,0.296,1498,1480,7
1503850000000.0,1503850000000.0,0.098,1480,944,7
1494700000000.0,1494700000000.0,0.032,1109,1171,7
1494650000000.0,1494650000000.0,0.058,1269,1136,4
1492190000000.0,1492190000000.0,0.156,1197,1078,1
1492190000000.0,1492190000000.0,0.05,1637,1205,1
1491440000000.0,1491440000000.0,0.11800000000000001,1137,1324,2
1491440000000.0,1491440000000.0,0.11,1181,1200,4
1491440000000.0,1491440000000.0,0.03,1123,1256,1
1491440000000.0,1491440000000.0,0.15,1290,1179,4
1487560000000.0,1487560000000.0,0.01,1297,1346,3
1485920000000.0,1485920000000.0,0.092,1346,1354,2
1485550000000.0,1485550000000.0,0.07,1545,1500,5
1504260000000.0,1504260000000.0,0.078,1500,1409,2
1487850000000.0,1487850000000.0,0.056,1500,1725,1
1486030000000.0,1486030000000.0,0.126,1691,1500,5
1485430000000.0,1485430000000.0,0.10200000000000001,1500,1500,3
1485430000000.0,1485430000000.0,0.052000000000000005,1500,1542,3
1485430000000.0,1485430000000.0,0.07,1542,1500,2
1485430000000.0,1485430000000.0,0.02,1500,1827,3
1485420000000.0,1485430000000.0,0.116,1500,1348,3
1485390000000.0,1485390000000.0,0.10400000000000001,1500,1331,3
1503220000000.0,1503220000000.0,0.168,1876,1906,5
1502620000000.0,1502620000000.0,0.158,1837,1900,4
1502620000000.0,1502620000000.0,0.08,1923,1887,6
1502620000000.0,1502620000000.0,0.128,1935,1875,5
1502610000000.0,1502610000000.0,0.132,1885,1897,9
1502610000000.0,1502610000000.0,0.28200000000000003,1874,1876,2
1501490000000.0,1501490000000.0,0.136,1883,1961,5
1500540000000.0,1500540000000.0,0.11800000000000001,1872,1895,2
1500540000000.0,1500540000000.0,0.112,1907,1860,3
1500540000000.0,1500540000000.0,0.082,1847,1921,6
1500470000000.0,1500470000000.0,0.136,1932,1951,3
1500470000000.0,1500470000000.0,0.184,1972,1919,4
1500470000000.0,1500470000000.0,0.252,1929,1955,3
1500460000000.0,1500460000000.0,0.112,1941,1925,9
1500450000000.0,1500450000000.0,0.20400000000000001,1947,1929,5
1500450000000.0,1500450000000.0,0.228,1941,1925,6
1500370000000.0,1500370000000.0,0.07200000000000001,1947,2114,8
1500370000000.0,1500370000000.0,0.006,1942,2119,3
1500280000000.0,1500290000000.0,0.224,1949,2104,9
1486030000000.0,1486030000000.0,0.198,1176,1704,6
1485900000000.0,1485900000000.0,0.108,1259,1704,3
1485280000000.0,1485280000000.0,0.148,1307,1704,5
1485280000000.0,1485280000000.0,0.05,1691,1704,9
1485280000000.0,1485280000000.0,0.146,1432,1704,1
1485280000000.0,1485280000000.0,0.05,1459,1704,7
1484660000000.0,1484660000000.0,0.042,1746,1704,5
1497870000000.0,1497870000000.0,0.08,1500,1521,1
1504090000000.0,1504090000000.0,0.306,2001,1740,3
1504090000000.0,1504090000000.0,0.252,1759,1532,4
1504040000000.0,1504040000000.0,0.124,1757,1895,6
1504040000000.0,1504040000000.0,0.09,1853,1766,5
1504040000000.0,1504040000000.0,0.184,1579,1760,4
1504020000000.0,1504020000000.0,0.28600000000000003,1768,1824,4
1504020000000.0,1504020000000.0,0.136,1775,1544,3
1503970000000.0,1503970000000.0,0.14200000000000002,1603,1559,1
1503860000000.0,1503870000000.0,0.09,1371,1576,4
1503860000000.0,1503860000000.0,0.124,1455,1568,4
1503860000000.0,1503860000000.0,0.124,1581,1535,3
1503720000000.0,1503720000000.0,0.076,1585,1820,6
1503600000000.0,1503600000000.0,0.046,1633,1595,8
1503600000000.0,1503600000000.0,0.136,1795,1578,5
1503530000000.0,1503530000000.0,0.032,1489,1592,3
1503450000000.0,1503460000000.0,0.10400000000000001,1602,1636,4
1503210000000.0,1503210000000.0,0.134,1591,1581,6
1503210000000.0,1503210000000.0,0.21,1547,1604,4
1503210000000.0,1503210000000.0,0.078,1594,1554,4
1503210000000.0,1503210000000.0,0.058,1578,1787,7
1503210000000.0,1503210000000.0,0.10200000000000001,1568,1549,12
1503120000000.0,1503120000000.0,0.296,1371,1573,4
1503040000000.0,1503040000000.0,0.046,1635,1583,6
1503040000000.0,1503040000000.0,0.222,1576,1437,5
1503040000000.0,1503040000000.0,0.10200000000000001,1567,1494,6
1503040000000.0,1503040000000.0,0.124,1504,1558,7
1502950000000.0,1502950000000.0,0.076,1600,1545,6
1502950000000.0,1502950000000.0,0.166,1532,1614,5
1502950000000.0,1502950000000.0,0.052000000000000005,1629,1517,4
1502860000000.0,1502860000000.0,0.098,1525,1633,6
1502860000000.0,1502860000000.0,0.148,1649,1510,2
1502430000000.0,1502430000000.0,0.12,1525,1385,7
1502420000000.0,1502430000000.0,0.23600000000000002,1531,1689,5
1502340000000.0,1502350000000.0,0.188,1545,1461,6
1502320000000.0,1502320000000.0,0.23600000000000002,1612,1531,6
1502320000000.0,1502320000000.0,0.10400000000000001,1534,1868,6
1502320000000.0,1502320000000.0,0.232,1600,1521,2
1502260000000.0,1502260000000.0,0.07,1533,1532,7
1502160000000.0,1502160000000.0,0.198,1532,1472,3
1502080000000.0,1502080000000.0,0.094,1632,1541,6
1501990000000.0,1502000000000.0,0.34,1551,1574,6
1501970000000.0,1501970000000.0,0.198,1628,1560,9
1501970000000.0,1501970000000.0,0.202,1638,1570,4
1501920000000.0,1501920000000.0,0.128,1575,1772,5
1501910000000.0,1501920000000.0,0.17400000000000002,1477,1590,4
1501900000000.0,1501910000000.0,0.23600000000000002,1651,1608,4
1501900000000.0,1501900000000.0,0.242,1598,1539,6
1501900000000.0,1501900000000.0,0.262,1586,1607,8
1501900000000.0,1501900000000.0,0.158,1585,1045,4
1501890000000.0,1501890000000.0,0.07,1671,1594,7
1501890000000.0,1501890000000.0,0.06,1633,1604,3
1501890000000.0,1501890000000.0,0.042,1616,1600,6
1501890000000.0,1501890000000.0,0.13,1939,1619,4
1501880000000.0,1501890000000.0,0.20400000000000001,1423,1614,2
1501820000000.0,1501820000000.0,0.156,1628,1538,7
1487000000000.0,1487000000000.0,0.082,1838,1610,5
1484750000000.0,1484750000000.0,0.164,2067,1843,3
1484750000000.0,1484750000000.0,0.11,1825,2109,11
1484750000000.0,1484750000000.0,0.14200000000000002,2099,1829,4
1484740000000.0,1484750000000.0,0.216,1836,1987,11
1484710000000.0,1484710000000.0,0.226,1817,2085,5
1484660000000.0,1484660000000.0,0.08600000000000001,1799,2073,8
1484660000000.0,1484660000000.0,0.2,1867,1785,8
1484540000000.0,1484540000000.0,0.194,1771,1875,2
1484540000000.0,1484540000000.0,0.07200000000000001,1861,1757,4
1484480000000.0,1484480000000.0,0.052000000000000005,1728,1769,3
1484480000000.0,1484480000000.0,0.08,1786,1609,6
1484480000000.0,1484480000000.0,0.196,1500,1782,3
1484480000000.0,1484480000000.0,0.064,1684,1785,5
1484480000000.0,1484480000000.0,0.11800000000000001,1782,1484,4
1484480000000.0,1484480000000.0,0.058,1809,1792,5
1484480000000.0,1484480000000.0,0.068,1805,1757,2
1484480000000.0,1484480000000.0,0.07,1803,1335,4
1484470000000.0,1484470000000.0,0.138,1663,1826,5
1484470000000.0,1484470000000.0,0.082,1813,1874,5
1484470000000.0,1484470000000.0,0.254,1801,1854,2
1484470000000.0,1484470000000.0,0.09,1808,1947,5
1484470000000.0,1484470000000.0,0.092,1831,1796,5
1484470000000.0,1484470000000.0,0.038,1480,1815,8
1484470000000.0,1484470000000.0,0.166,1806,1728,11
1483020000000.0,1483020000000.0,0.13,1798,1885,8
1482940000000.0,1482940000000.0,0.17200000000000001,1804,1869,5
1482940000000.0,1482940000000.0,0.194,1858,1814,3
1482930000000.0,1482930000000.0,0.21,1812,1874,4
1482900000000.0,1482900000000.0,0.10200000000000001,1847,1822,8
1482810000000.0,1482810000000.0,0.106,1888,1831,3
1482460000000.0,1482470000000.0,0.128,1839,1967,11
1482460000000.0,1482460000000.0,0.152,1846,1977,5
1482420000000.0,1482420000000.0,0.152,1845,2011,14
1482420000000.0,1482420000000.0,0.066,1997,1852,3
1482300000000.0,1482300000000.0,0.278,1976,1848,6
1476500000000.0,1476500000000.0,0.13,1841,1847,3
1500310000000.0,1500310000000.0,0.05,1235,1669,6
1500310000000.0,1500310000000.0,0.134,1924,1674,6
1497630000000.0,1497630000000.0,0.192,1693,1455,4
1497380000000.0,1497380000000.0,0.124,1683,1619,11
1497130000000.0,1497130000000.0,0.20400000000000001,1588,1674,6
1497130000000.0,1497130000000.0,0.126,1661,1680,4
1497040000000.0,1497040000000.0,0.092,1199,1659,6
1496850000000.0,1496850000000.0,0.2,1565,1673,10
1496850000000.0,1496850000000.0,0.268,1690,1540,5
1496850000000.0,1496850000000.0,0.14400000000000002,1696,1896,11
1496850000000.0,1496850000000.0,0.162,1888,1702,8
1496850000000.0,1496850000000.0,0.17400000000000002,1696,1515,8
1496850000000.0,1496850000000.0,0.112,1554,1713,4
1496360000000.0,1496360000000.0,0.32,1722,1817,9
1496340000000.0,1496340000000.0,0.12,1720,1334,2
1496330000000.0,1496330000000.0,0.23800000000000002,1718,1205,5
1496330000000.0,1496330000000.0,0.036000000000000004,1652,1708,5
1503000000000.0,1503000000000.0,0.218,1525,1494,5
1502140000000.0,1502140000000.0,0.168,1530,1561,3
1502140000000.0,1502140000000.0,0.152,1575,1516,10
1502140000000.0,1502140000000.0,0.13,1514,1108,5
1502140000000.0,1502140000000.0,0.054,1602,1523,5
1502140000000.0,1502140000000.0,0.026000000000000002,1538,1452,5
1502140000000.0,1502140000000.0,0.132,1541,1900,7
1502120000000.0,1502120000000.0,0.158,1708,1548,2
1502050000000.0,1502050000000.0,0.152,1270,1544,5
1503240000000.0,1503240000000.0,0.14,1733,1732,4
1503150000000.0,1503150000000.0,0.21,1732,1733,2
1503150000000.0,1503150000000.0,0.01,1733,1732,2
1502890000000.0,1502890000000.0,0.016,1732,1733,2
1502890000000.0,1502890000000.0,0.12,1733,1732,5
1502440000000.0,1502440000000.0,0.108,1732,1733,15
1502440000000.0,1502440000000.0,0.106,1733,1732,4
1502330000000.0,1502330000000.0,0.11,1732,1654,8
1502330000000.0,1502330000000.0,0.128,1654,1732,6
1501930000000.0,1501930000000.0,0.292,1732,1733,5
1501820000000.0,1501820000000.0,0.226,1732,1733,7
1501820000000.0,1501820000000.0,0.20400000000000001,1733,1732,12
1501820000000.0,1501820000000.0,0.03,1733,1732,4
1485020000000.0,1485020000000.0,0.066,1558,1551,4
1485020000000.0,1485020000000.0,0.23800000000000002,1532,1546,2
1485020000000.0,1485020000000.0,0.1,1377,1520,2
1485010000000.0,1485010000000.0,0.132,1429,1487,4
1489630000000.0,1489630000000.0,0.09,1249,1500,1
1483210000000.0,1483210000000.0,0.07200000000000001,1249,1500,11
1482200000000.0,1482200000000.0,0.062,1202,1238,4
1482200000000.0,1482200000000.0,0.10200000000000001,1227,1254,5
1482190000000.0,1482200000000.0,0.058,1134,1259,5
1482190000000.0,1482190000000.0,0.022,1500,1134,2
1482180000000.0,1482180000000.0,0.154,1220,1205,5
1482180000000.0,1482180000000.0,0.084,1278,1357,3
1482180000000.0,1482180000000.0,0.032,1278,1711,4
1482170000000.0,1482180000000.0,0.116,1278,1500,2
1482170000000.0,1482170000000.0,0.082,1500,1278,2
1482170000000.0,1482170000000.0,0.032,1278,1500,2
1482170000000.0,1482170000000.0,0.036000000000000004,1018,1278,7
1482170000000.0,1482170000000.0,0.02,1278,1500,3
1482170000000.0,1482170000000.0,0.012,1278,1500,3
1482170000000.0,1482170000000.0,0.014,1620,1278,3
1482170000000.0,1482170000000.0,0.148,1278,1500,6
1482130000000.0,1482130000000.0,0.106,1500,1278,4
1482030000000.0,1482040000000.0,0.158,1546,1278,5
1482030000000.0,1482030000000.0,0.14,1278,1611,3
1478220000000.0,1478220000000.0,0.094,1406,1278,6
1478210000000.0,1478210000000.0,0.082,1477,1364,3
1478190000000.0,1478190000000.0,0.042,1364,1283,6
1485800000000.0,1485800000000.0,0.17400000000000002,1400,1259,2
1485800000000.0,1485800000000.0,0.114,1423,1400,2
1485660000000.0,1485660000000.0,0.12,1400,1476,2
1485660000000.0,1485660000000.0,0.14400000000000002,1290,1400,1
1485650000000.0,1485650000000.0,0.146,1530,1400,2
1485650000000.0,1485650000000.0,0.054,1619,1400,2
1485650000000.0,1485650000000.0,0.088,1400,1619,3
1485640000000.0,1485640000000.0,0.14400000000000002,1302,1400,2
1485640000000.0,1485640000000.0,0.226,1400,1475,3
1485550000000.0,1485550000000.0,0.092,1400,1476,2
1485550000000.0,1485550000000.0,0.032,1741,1400,2
1485500000000.0,1485500000000.0,0.146,1400,1028,2
1485490000000.0,1485490000000.0,0.212,1766,1400,2
1485490000000.0,1485490000000.0,0.10200000000000001,1437,1400,2
1485490000000.0,1485490000000.0,0.036000000000000004,1352,1400,2
1485480000000.0,1485490000000.0,0.19,1631,1400,5
1485480000000.0,1485480000000.0,0.036000000000000004,1559,1400,2
1485480000000.0,1485480000000.0,0.128,1400,1635,2
1485480000000.0,1485480000000.0,0.018000000000000002,1400,1381,3
1485480000000.0,1485480000000.0,0.05,1171,1400,2
1485470000000.0,1485470000000.0,0.11800000000000001,1318,1400,2
1485470000000.0,1485470000000.0,0.17,1400,1372,2
1485470000000.0,1485470000000.0,0.06,1400,1387,3
1485460000000.0,1485460000000.0,0.03,1371,1400,2
1485460000000.0,1485460000000.0,0.132,1400,1349,3
1485460000000.0,1485460000000.0,0.076,1675,1400,2
1485460000000.0,1485460000000.0,0.036000000000000004,1515,1400,2
1485460000000.0,1485460000000.0,0.162,1400,1332,2
1485410000000.0,1485420000000.0,0.116,1366,1400,2
1485410000000.0,1485410000000.0,0.062,1589,1400,2
1485410000000.0,1485410000000.0,0.098,1400,1466,3
1485400000000.0,1485400000000.0,0.088,1400,1437,2
1485400000000.0,1485400000000.0,0.13,1566,1400,1
1485390000000.0,1485390000000.0,0.08,1356,1400,2
1485390000000.0,1485390000000.0,0.056,1400,1395,2
1485380000000.0,1485390000000.0,0.112,1500,1400,2
1485380000000.0,1485380000000.0,0.038,1400,1396,2
1485380000000.0,1485380000000.0,0.21,1400,1412,2
1485380000000.0,1485380000000.0,0.08,1442,1400,1
1495910000000.0,1495910000000.0,0.1,1532,1503,4
1495350000000.0,1495350000000.0,0.08,1385,1526,7
1485930000000.0,1485930000000.0,0.18,1537,1509,8
1485930000000.0,1485930000000.0,0.084,1470,1528,6
1485930000000.0,1485930000000.0,0.03,1477,1541,6
1485930000000.0,1485930000000.0,0.096,1556,1420,4
1485930000000.0,1485930000000.0,0.03,1552,1314,3
1485890000000.0,1485890000000.0,0.114,1545,1393,4
1485750000000.0,1485750000000.0,0.1,1517,1535,3
1485670000000.0,1485680000000.0,0.088,1514,1524,3
1485590000000.0,1485590000000.0,0.10400000000000001,1552,1512,5
1485590000000.0,1485590000000.0,0.08,1499,1501,2
1485550000000.0,1485550000000.0,0.054,1492,1456,5
1484520000000.0,1484520000000.0,0.19,1484,1378,6
1484460000000.0,1484460000000.0,0.276,1394,1475,6
1484460000000.0,1484460000000.0,0.046,1491,1283,5
1484080000000.0,1484080000000.0,0.096,1508,1243,4
1484030000000.0,1484030000000.0,0.256,1275,1504,1
1484030000000.0,1484030000000.0,0.032,1514,1515,5
1484030000000.0,1484030000000.0,0.068,1482,1504,5
1483930000000.0,1483930000000.0,0.262,1552,1491,3
1483930000000.0,1483930000000.0,0.056,1455,1480,6
1483930000000.0,1483930000000.0,0.062,1352,1496,3
1483930000000.0,1483930000000.0,0.092,1507,1494,3
1483930000000.0,1483930000000.0,0.07,1496,1489,4
1483930000000.0,1483930000000.0,0.10400000000000001,1461,1486,11
1483930000000.0,1483930000000.0,0.046,1475,1465,3
1482000000000.0,1482000000000.0,0.222,2193,1882,10
1481990000000.0,1482000000000.0,0.038,2193,1963,5
1481990000000.0,1481990000000.0,0.08,1927,2193,10
1481990000000.0,1481990000000.0,0.026000000000000002,2193,1965,6
1481990000000.0,1481990000000.0,0.008,1996,2193,2
1481990000000.0,1481990000000.0,0.07200000000000001,1799,2193,10
1481990000000.0,1481990000000.0,0.106,2193,1799,8
1481990000000.0,1481990000000.0,0.092,1799,2193,3
1481990000000.0,1481990000000.0,0.27,2145,2193,7
1481990000000.0,1481990000000.0,0.048,1814,2193,7
1481860000000.0,1481870000000.0,0.114,2193,1864,6
1481860000000.0,1481860000000.0,0.038,2193,2002,10
1481860000000.0,1481860000000.0,0.124,2037,2157,8
1481860000000.0,1481860000000.0,0.10200000000000001,2105,2047,3
1481860000000.0,1481860000000.0,0.066,2029,2040,7
1481860000000.0,1481860000000.0,0.094,1939,2177,7
1481850000000.0,1481860000000.0,0.062,2115,1945,6
1481850000000.0,1481850000000.0,0.076,1953,1973,7
1481850000000.0,1481850000000.0,0.054,1500,1906,8
1481850000000.0,1481850000000.0,0.10400000000000001,1861,1500,6
1481850000000.0,1481850000000.0,0.254,1500,2119,9
1481850000000.0,1481850000000.0,0.276,2119,1500,10
1481850000000.0,1481850000000.0,0.056,1281,1500,1
1481850000000.0,1481850000000.0,0.08600000000000001,1500,1281,6
1503880000000.0,1503880000000.0,0.16,1633,1625,11
1503840000000.0,1503840000000.0,0.042,1667,1634,9
1503840000000.0,1503840000000.0,0.098,1645,1645,5
1503230000000.0,1503230000000.0,0.12,1653,1742,3
1503150000000.0,1503150000000.0,0.09,1666,1663,8
1503080000000.0,1503090000000.0,0.224,1679,1652,3
1503020000000.0,1503020000000.0,0.342,1641,1643,3
1503010000000.0,1503020000000.0,0.13,1629,1699,3
1502930000000.0,1502930000000.0,0.228,1588,1619,11
1482180000000.0,1482180000000.0,0.15,2222,2126,12
1482170000000.0,1482170000000.0,0.228,2070,2126,8
1482170000000.0,1482170000000.0,0.136,1287,2126,1
1482000000000.0,1482000000000.0,0.006,1081,2126,3
1482000000000.0,1482000000000.0,0.092,2126,1878,8
1481990000000.0,1481990000000.0,0.07,2126,1225,4
1481980000000.0,1481990000000.0,0.182,1659,2126,16
1481980000000.0,1481980000000.0,0.06,1911,2126,9
1481980000000.0,1481980000000.0,0.212,2009,2126,9
1481980000000.0,1481980000000.0,0.07,2126,1845,8
1481920000000.0,1481920000000.0,0.186,2126,1125,7
1481910000000.0,1481920000000.0,0.08,2126,2047,9
1481910000000.0,1481910000000.0,0.096,2047,2126,9
1481900000000.0,1481900000000.0,0.10200000000000001,2126,2202,6
1481900000000.0,1481900000000.0,0.064,1673,2126,10
1481900000000.0,1481900000000.0,0.058,1768,2126,4
1481900000000.0,1481900000000.0,0.124,2057,2126,10
1481890000000.0,1481900000000.0,0.048,2101,2048,10
1481890000000.0,1481890000000.0,0.16,1975,1962,7
1481890000000.0,1481890000000.0,0.066,1790,2034,6
1481890000000.0,1481890000000.0,0.10200000000000001,1500,1319,5
1482330000000.0,1482340000000.0,0.14200000000000002,1642,1055,2
1481900000000.0,1481900000000.0,0.018000000000000002,1251,1086,2
1481640000000.0,1481640000000.0,0.062,1091,1645,1
1481310000000.0,1481310000000.0,0.08600000000000001,1306,1124,2
1481220000000.0,1481220000000.0,0.108,1183,1248,1
1481220000000.0,1481220000000.0,0.138,1236,1285,2
1481220000000.0,1481220000000.0,0.166,1662,1315,2
1481220000000.0,1481220000000.0,0.10200000000000001,1718,1345,4
1481210000000.0,1481210000000.0,0.082,1615,1500,2
1504170000000.0,1504170000000.0,0.192,1549,1425,5
1503860000000.0,1503860000000.0,0.12,1488,1478,6
1503860000000.0,1503860000000.0,0.18,1491,1541,1
1493630000000.0,1493630000000.0,0.196,1746,1466,6
1493490000000.0,1493490000000.0,0.134,1460,1242,4
1493490000000.0,1493490000000.0,0.046,1825,1463,7
1491720000000.0,1491720000000.0,0.042,1448,1461,4
1491490000000.0,1491490000000.0,0.122,1433,1421,1
1490080000000.0,1490080000000.0,0.184,1442,1609,1
1490080000000.0,1490080000000.0,0.032,1453,1558,1
1490070000000.0,1490080000000.0,0.134,1550,1466,5
1489300000000.0,1489300000000.0,0.158,1452,1378,1
1488470000000.0,1488470000000.0,0.134,1647,1461,6
1488470000000.0,1488470000000.0,0.09,1434,1665,4
1488000000000.0,1488000000000.0,0.122,1412,1477,1
1486410000000.0,1486410000000.0,0.188,1393,1404,4
1485550000000.0,1485550000000.0,0.13,1372,1409,4
1485550000000.0,1485550000000.0,0.166,1298,1398,6
1484920000000.0,1484930000000.0,0.266,1423,1418,6
1482870000000.0,1482870000000.0,0.134,1311,1402,4
1482870000000.0,1482870000000.0,0.094,1383,1323,1
1482870000000.0,1482870000000.0,0.092,1333,1361,5
1482780000000.0,1482780000000.0,0.128,1522,1404,7
1482700000000.0,1482710000000.0,0.148,1537,1453,8
1482700000000.0,1482700000000.0,0.094,1433,1553,10
1482700000000.0,1482700000000.0,0.246,1544,1444,5
1482600000000.0,1482600000000.0,0.078,1657,1544,5
1482590000000.0,1482600000000.0,0.228,1853,1523,5
1482590000000.0,1482590000000.0,0.106,1491,1537,9
1482590000000.0,1482590000000.0,0.054,1525,1501,3
1482590000000.0,1482590000000.0,0.054,1504,1811,4
1482590000000.0,1482590000000.0,0.122,1493,1439,3
1482370000000.0,1482370000000.0,0.246,1685,1499,3
1482370000000.0,1482370000000.0,0.198,1862,1502,4
1482370000000.0,1482370000000.0,0.034,1496,1316,7
1482370000000.0,1482370000000.0,0.202,1908,1498,6
1482370000000.0,1482370000000.0,0.108,1500,1989,10
1482370000000.0,1482370000000.0,0.09,1482,1648,6
1482360000000.0,1482370000000.0,0.064,1500,1473,5
1482080000000.0,1482080000000.0,0.226,1566,1494,7
1481920000000.0,1481920000000.0,0.088,1497,1820,2
1481920000000.0,1481920000000.0,0.046,1480,1637,6
1481920000000.0,1481920000000.0,0.094,1675,1486,4
1481920000000.0,1481920000000.0,0.108,1474,1460,1
1481920000000.0,1481920000000.0,0.106,1492,1487,3
1501040000000.0,1501040000000.0,0.08600000000000001,1540,1569,4
1501040000000.0,1501040000000.0,0.02,1570,2090,7
1497930000000.0,1497930000000.0,0.17,1574,1853,9
1497930000000.0,1497930000000.0,0.112,1587,1573,2
1497550000000.0,1497550000000.0,0.058,1576,1587,5
1490930000000.0,1490930000000.0,0.096,1299,1583,3
1490930000000.0,1490930000000.0,0.112,1507,1573,5
1490370000000.0,1490380000000.0,0.176,1574,2093,3
1490160000000.0,1490160000000.0,0.168,1576,2023,6
1490160000000.0,1490160000000.0,0.166,1560,1661,3
1490070000000.0,1490070000000.0,0.152,1253,1556,1
1490070000000.0,1490070000000.0,0.15,1538,1721,7
1490070000000.0,1490070000000.0,0.08600000000000001,1354,1557,4
1490070000000.0,1490070000000.0,0.132,1183,1554,1
1490060000000.0,1490060000000.0,0.096,1548,1334,2
1490060000000.0,1490060000000.0,0.044,1304,1543,5
1490060000000.0,1490060000000.0,0.07200000000000001,1558,1479,6
1489890000000.0,1489890000000.0,0.084,1572,1544,4
1489710000000.0,1489710000000.0,0.192,1555,1632,9
1484180000000.0,1484190000000.0,0.128,1563,1697,6
1484070000000.0,1484070000000.0,0.13,1563,1411,6
1504130000000.0,1504130000000.0,0.138,1421,1347,4
1502820000000.0,1502820000000.0,0.05,1563,1352,2
1502730000000.0,1502740000000.0,0.10200000000000001,1336,1468,8
1502710000000.0,1502710000000.0,0.198,1525,1343,7
1502560000000.0,1502560000000.0,0.12,1349,1497,5
1502550000000.0,1502550000000.0,0.138,1468,1358,4
1502550000000.0,1502550000000.0,0.088,1360,1764,7
1502550000000.0,1502550000000.0,0.198,1344,1478,8
1502400000000.0,1502400000000.0,0.264,1474,1328,3
1502400000000.0,1502400000000.0,0.138,1615,1332,4
1502390000000.0,1502390000000.0,0.024,1338,1541,9
1502150000000.0,1502150000000.0,0.128,1345,1483,4
1502110000000.0,1502110000000.0,0.096,1351,1532,5
1502110000000.0,1502110000000.0,0.07200000000000001,1360,1432,10
1502110000000.0,1502110000000.0,0.056,1445,1345,4
1502030000000.0,1502030000000.0,0.06,1353,1485,3
1502030000000.0,1502030000000.0,0.092,1342,1546,7
1502020000000.0,1502020000000.0,0.05,1696,1344,3
1502020000000.0,1502020000000.0,0.184,1348,1652,7
1501950000000.0,1501950000000.0,0.18,1356,1461,4
1501950000000.0,1501950000000.0,0.222,1596,1360,4
1501890000000.0,1501890000000.0,0.09,1525,1367,4
1501890000000.0,1501890000000.0,0.1,1362,1529,8
1501890000000.0,1501890000000.0,0.112,1534,1357,7
1501890000000.0,1501890000000.0,0.092,1497,1364,1
